datetime,ES30,ES23,ES24,ES52,ES12,ES43,ES61,ES62,ES22,ES13,ES51,ES41,ES11,ES21,ES42,total
2023-12-01 00:00:00+01:00,66,86,167,349,1,561,869,440,161,440,264,491,16,26,923,4860
