datetime,ES23,ES24,ES52,ES12,ES61,ES62,ES22,ES13,ES51,ES41,ES11,ES21,ES42,total
2023-12-01 00:00:00+01:00,448,1797,1193,476,3324,263,1016,263,1293,5652,3362,194,3800,23081
