kton/a,Electric arc,Integrated steelworks,Other chemicals,Pharmaceutical products etc.,Cement,Ceramics & other NMM,Glass production,Pulp production,Paper production,Printing and media reproduction,"Food, beverages and tobacco",Alumina production,Aluminium - primary production,Aluminium - secondary production,Other non-ferrous metals,Transport equipment,Machinery equipment,Textiles and leather,Wood and wood products,Other industrial sectors,Ammonia,HVC,Chlorine,Methanol
ES,8102.65,3166.68,2118.54,599.22,18415.01,30579.49,4254.00,1204.34,6049.50,717.41,29605.51,716.00,0.00,237.50,1110.05,29518.23,36656.85,6838.77,4705.28,117343.52,376.43,3147.67,579.90,90.80
